ID,Nome,Grupo,Ácidos gordos saturados,Ácidos gordos monoinsaturados,Ácidos gordos polinsaturados,Ácido linoleico,Hidratos de carbono,Sal,Fibra alimentar,Proteína,Álcool,Água,Ácidos orgânicos,Colesterol,Vitamina A total,Caroteno,Vitamina D,a-tocoferol,Tiamina,Riboflavina,Equivalentes de niacina,Niacina,Vitamina B6,Vitamina B12,Vitamina C,Folatos,Cinza,Sódio,Potássio,Cálcio,Fósforo,Magnésio,Ferro,Zinco
332,Pato sem pele estufado com margarina,Carne e Derivados Criação e Caça,4.8 g,4.9 g,2.4 g,2.09 g,0 g,1520 mg,0 g,27.2 g,0 g,56.1 g,0 g,131 mg,77 µg,62 µg,0.3 µg,0.05 mg,0.26 mg,0.6 mg,13.4 mg,4.5 mg,0.29 mg,2.1 µg,1.9 mg,19 µg,2.90 g,610 mg,210 mg,17 mg,200 mg,23 mg,2.8 mg,2.5 mg
333,Perdiz crua,Carne e Derivados Criação e Caça,0.4 g,0.5 g,0.3 g,0.2 g,0 g,150 mg,0 g,23 g,0 g,74 g,0 g,61 mg,0 µg,0 µg,0.3 µg,0 mg,0.24 mg,0.18 mg,10 mg,4.5 mg,0.6 mg,0.43 µg,0 mg,8 µg,1.20 g,60 mg,250 mg,19 mg,170 mg,29 mg,4.5 mg,2.4 mg
334,Perdiz estufada com margarina,Carne e Derivados Criação e Caça,5.2 g,2.9 g,2.9 g,2.55 g,0.7 g,1450 mg,0.2 g,24.7 g,1 g,58.8 g,0 g,66 mg,68 µg,70 µg,0.2 µg,0.05 mg,0.15 mg,0.19 mg,10.7 mg,2.9 mg,0.41 mg,0.24 µg,2.3 mg,6.5 µg,2.80 g,580 mg,180 mg,24 mg,130 mg,28 mg,4 mg,2.5 mg
335,Peru inteiro com pele cru,Carne e Derivados Criação e Caça,2 g,2.4 g,1.5 g,1.5 g,0 g,120 mg,0 g,20.5 g,0 g,72 g,0 g,78 mg,0 µg,0 µg,0.3 µg,0 mg,0.07 mg,0.14 mg,11 mg,8 mg,0.6 mg,2 µg,0 mg,17 µg,1.15 g,49 mg,270 mg,18 mg,210 mg,19 mg,2 mg,1.6 mg
336,Peito de peru com pele cru,Carne e Derivados Criação e Caça,1.5 g,1.9 g,1.2 g,0.8 g,0 g,160 mg,0 g,23 g,0 g,71.1 g,0 g,68 mg,7 µg,0 µg,0.3 µg,0 mg,0.07 mg,0.1 mg,12 mg,7.4 mg,0.52 mg,1 µg,0 mg,7.4 µg,1.20 g,64 mg,330 mg,7 mg,200 mg,30 mg,0.7 mg,0.6 mg
337,Peito de peru com pele estufado com margarina,Carne e Derivados Criação e Caça,2.7 g,2.4 g,1.9 g,1.44 g,1.3 g,1150 mg,0.5 g,23.1 g,0 g,65.4 g,0 g,67 mg,46 µg,139 µg,0.2 µg,0.31 mg,0.07 mg,0.1 mg,12.1 mg,4.6 mg,0.37 mg,0.49 µg,5.5 mg,9.3 µg,2.51 g,460 mg,260 mg,16 mg,150 mg,28 mg,0.8 mg,0.6 mg
338,Peito de peru sem pele cru,Carne e Derivados Criação e Caça,0.3 g,0.4 g,0.2 g,0.2 g,0 g,160 mg,0 g,23.4 g,0 g,74.2 g,0 g,57 mg,0 µg,0 µg,0.3 µg,0 mg,0.06 mg,0.12 mg,12 mg,7.9 mg,0.58 mg,1 µg,0 mg,8 µg,1.10 g,63 mg,350 mg,8 mg,210 mg,32 mg,0.7 mg,0.6 mg
339,Peito de peru sem pele assado com margarina,Carne e Derivados Criação e Caça,2.8 g,1.5 g,1.6 g,1.44 g,0.1 g,1080 mg,0 g,28.9 g,0 g,62 g,0.3 g,70 mg,36 µg,24 µg,0.2 µg,0 mg,0.05 mg,0.13 mg,14.8 mg,7.8 mg,0.45 mg,0.83 µg,2.8 mg,6.3 µg,2.30 g,430 mg,310 mg,10 mg,210 mg,35 mg,0.8 mg,0.7 mg
340,Peito de peru sem pele panado,Carne e Derivados Criação e Caça,1.5 g,2.4 g,5 g,5.0 g,8.4 g,620 mg,0.4 g,25.5 g,0 g,53.9 g,0 g,107 mg,30 µg,0 µg,0.4 µg,0.16 mg,0.05 mg,0.18 mg,12 mg,6.7 mg,0.39 mg,1.2 µg,0 mg,8.1 µg,1.92 g,250 mg,350 mg,20 mg,220 mg,34 mg,1.2 mg,0.9 mg
341,Perna de peru com pele crua,Carne e Derivados Criação e Caça,2.6 g,3.2 g,2 g,1.5 g,0 g,210 mg,0 g,18.9 g,0 g,71.6 g,0 g,86 mg,0 µg,0 µg,0.4 µg,0 mg,0.08 mg,0.19 mg,8.5 mg,5 mg,0.32 mg,2 µg,0 mg,22 µg,1.17 g,83 mg,290 mg,16 mg,190 mg,20 mg,1.6 mg,2.9 mg
342,Perna de peru com pele assada com margarina,Carne e Derivados Criação e Caça,4.4 g,4.6 g,3.2 g,2.45 g,0 g,1220 mg,0 g,24.4 g,0.2 g,60 g,0 g,111 mg,16 µg,10 µg,0.3 µg,0 mg,0.06 mg,0.22 mg,11 mg,5.2 mg,0.26 mg,1.7 µg,0 mg,16 µg,2.51 g,490 mg,260 mg,20 mg,200 mg,24 mg,2 mg,3.8 mg
343,Perna de peru com pele estufada com margarina,Carne e Derivados Criação e Caça,3.4 g,3.5 g,2.5 g,1.95 g,1.3 g,1150 mg,0.5 g,19.1 g,0 g,66.5 g,0 g,86 mg,33 µg,136 µg,0.2 µg,0.31 mg,0.07 mg,0.19 mg,8.73 mg,3.2 mg,0.25 mg,0.99 µg,5.6 mg,17 µg,2.46 g,460 mg,240 mg,24 mg,140 mg,22 mg,1.5 mg,2.8 mg
344,Abrótea crua,Pescado (Peixe Moluscos e Crustáceos) e Derivados,0 g,0 g,0 g,0 g,0 g,160 mg,0 g,17.2 g,0 g,81.5 g,0 g,22 mg,1 µg,0 µg,0.4 µg,0.04 mg,0.03 mg,0.03 mg,3.8 mg,0.56 mg,0.06 mg,0.44 µg,0 mg,12 µg,1.10 g,63 mg,360 mg,11 mg,230 mg,28 mg,0.2 mg,0.5 mg
345,Abrótea cozida,Pescado (Peixe Moluscos e Crustáceos) e Derivados,0 g,0 g,0.1 g,0 g,0 g,900 mg,0 g,19.4 g,0 g,78.5 g,0 g,26 mg,1 µg,0 µg,0.4 µg,0.04 mg,0.03 mg,0.02 mg,4.1 mg,0.47 mg,0.05 mg,0.4 µg,0 mg,12 µg,2.00 g,360 mg,360 mg,13 mg,270 mg,36 mg,0.2 mg,0.6 mg
346,Atum fresco cru,Pescado (Peixe Moluscos e Crustáceos) e Derivados,1.7 g,1.7 g,0.8 g,0.1 g,0 g,110 mg,0 g,24.1 g,0 g,68.7 g,0 g,30 mg,11 µg,0 µg,4.2 µg,0.64 mg,0.1 mg,0.05 mg,15 mg,10 mg,0.56 mg,2.4 µg,0 mg,8.3 µg,1.50 g,45 mg,360 mg,4 mg,260 mg,37 mg,2.2 mg,1.5 mg
347,Bife de atum fresco cozinhado com azeite e com vinho,Pescado (Peixe Moluscos e Crustáceos) e Derivados,2.4 g,5.9 g,1.1 g,0.431 g,0.2 g,820 mg,0 g,23.1 g,1.2 g,61.7 g,0.8 g,29 mg,10 µg,0 µg,3.3 µg,1.37 mg,0.08 mg,0.04 mg,14.3 mg,6.7 mg,0.38 mg,1.8 µg,0 mg,5.6 µg,2.20 g,330 mg,280 mg,7.3 mg,210 mg,34 mg,1.8 mg,1.5 mg
348,Atum fresco grelhado,Pescado (Peixe Moluscos e Crustáceos) e Derivados,2 g,2 g,1 g,0.1 g,0 g,750 mg,0 g,28.4 g,0 g,62.8 g,0 g,35 mg,12 µg,0 µg,4.7 µg,0.8 mg,0.1 mg,0.05 mg,16 mg,11 mg,0.56 mg,2.7 µg,0 mg,8.2 µg,2.20 g,300 mg,380 mg,5 mg,290 mg,41 mg,2.3 mg,1.9 mg
349,Atum conserva em óleo,Pescado (Peixe Moluscos e Crustáceos) e Derivados,0.9 g,3.8 g,7.1 g,6.8 g,0 g,1050 mg,0 g,24.3 g,0 g,61 g,0 g,41 mg,23 µg,0 µg,0.4 µg,1.9 mg,0.02 mg,0.02 mg,14 mg,9.8 mg,0.23 mg,2.4 µg,0 mg,14 µg,1.50 g,420 mg,260 mg,9 mg,200 mg,40 mg,0.7 mg,0.9 mg
350,Bacalhau fresco cru,Pescado (Peixe Moluscos e Crustáceos) e Derivados,0.1 g,0.1 g,0.2 g,0 g,0 g,160 mg,0 g,17.8 g,0 g,80 g,0 g,44 mg,7 µg,0 µg,1 µg,0.6 mg,0.06 mg,0.04 mg,5.6 mg,2.3 mg,0.21 mg,1 µg,0 mg,10 µg,1.40 g,65 mg,360 mg,15 mg,200 mg,26 mg,0.3 mg,0.5 mg
351,Bacalhau fresco cozido,Pescado (Peixe Moluscos e Crustáceos) e Derivados,0.1 g,0.1 g,0.3 g,0 g,0 g,850 mg,0 g,19.1 g,0 g,78.1 g,0 g,50 mg,10 µg,0 µg,1 µg,0.7 mg,0.05 mg,0.05 mg,5.9 mg,2.3 mg,0.17 mg,0.9 µg,0 mg,10 µg,2.20 g,340 mg,350 mg,14 mg,220 mg,31 mg,0.3 mg,0.6 mg
352,Bacalhau seco e salgado demolhado cru,Pescado (Peixe Moluscos e Crustáceos) e Derivados,0.1 g,0.1 g,0.1 g,0 g,0 g,3700 mg,0 g,19 g,0 g,76.2 g,0 g,52 mg,4 µg,0 µg,4.5 µg,0.28 mg,0.05 mg,0.07 mg,4.3 mg,0.76 mg,0.07 mg,0.95 µg,0 mg,8.1 µg,3.40 g,1480 mg,36 mg,33 mg,120 mg,23 mg,0.2 mg,0.8 mg
353,Bacalhau à Brás,Pescado (Peixe Moluscos e Crustáceos) e Derivados,1.5 g,3.8 g,4.2 g,4.13 g,8.3 g,1350 mg,0.8 g,9.5 g,0 g,69.1 g,0 g,84 mg,32 µg,0 µg,1.5 µg,4.37 mg,0.11 mg,0.09 mg,2.94 mg,0.85 mg,0.26 mg,0.44 µg,6 mg,20 µg,1.89 g,540 mg,240 mg,26 mg,86 mg,16 mg,0.5 mg,0.6 mg
354,Bacalhau à Gomes de Sá,Pescado (Peixe Moluscos e Crustáceos) e Derivados,1 g,4.6 g,0.6 g,0.4 g,13.1 g,1320 mg,1.4 g,6.7 g,0 g,71 g,0 g,39 mg,14 µg,0 µg,1 µg,1.2 mg,0.13 mg,0.06 mg,2.4 mg,1 mg,0.26 mg,0.26 µg,7 mg,17 µg,1.50 g,530 mg,280 mg,23 mg,68 mg,16 mg,0.4 mg,0.5 mg
355,Bacalhau assado no forno com azeite,Pescado (Peixe Moluscos e Crustáceos) e Derivados,0.7 g,3.6 g,0.5 g,0.297 g,0.8 g,3420 mg,0.3 g,20.8 g,0.7 g,67.6 g,0 g,56 mg,4 µg,0 µg,4.2 µg,0.99 mg,0.07 mg,0.07 mg,4.83 mg,0.82 mg,0.11 mg,0.93 µg,1.4 mg,9.8 µg,3.86 g,1370 mg,88 mg,44 mg,120 mg,26 mg,0.4 mg,1 mg
356,Bacalhau cozido,Pescado (Peixe Moluscos e Crustáceos) e Derivados,0 g,0 g,0.1 g,0 g,0 g,3080 mg,0 g,26.2 g,0 g,70 g,0 g,72 mg,3 µg,0 µg,0.4 µg,0.28 mg,0.02 mg,0.09 mg,5.2 mg,0.28 mg,0.06 mg,0.35 µg,0 mg,5.7 µg,3.20 g,1230 mg,21 mg,46 mg,100 mg,31 mg,0.6 mg,1.1 mg
357,Filetes de bacalhau fritos,Pescado (Peixe Moluscos e Crustáceos) e Derivados,1.5 g,2.5 g,6 g,5.89 g,5.1 g,2850 mg,0.2 g,19.2 g,0 g,60.7 g,0 g,104 mg,30 µg,0 µg,3.7 µg,5.94 mg,0.05 mg,0.11 mg,4.53 mg,0.68 mg,0.1 mg,0.89 µg,0 mg,12 µg,3.17 g,1140 mg,54 mg,37 mg,130 mg,22 mg,0.5 mg,1 mg
358,Bacalhau grelhado,Pescado (Peixe Moluscos e Crustáceos) e Derivados,0 g,0 g,0.1 g,0 g,0 g,3120 mg,0 g,30.2 g,0 g,63.6 g,0 g,79 mg,1 µg,0 µg,0.4 µg,0.34 mg,0.05 mg,0.06 mg,6.1 mg,0.48 mg,0.05 mg,0.6 µg,0 mg,9.9 µg,4.90 g,1250 mg,40 mg,52 mg,170 mg,57 mg,0.5 mg,1.2 mg
359,Cação cru,Pescado (Peixe Moluscos e Crustáceos) e Derivados,0 g,0 g,0.1 g,0 g,0 g,420 mg,0 g,20 g,0 g,79 g,0 g,25 mg,3 µg,0 µg,0.4 µg,0.35 mg,0.04 mg,0.03 mg,5.6 mg,1.9 mg,0.12 mg,3.3 µg,0 mg,6.2 µg,1.10 g,170 mg,290 mg,14 mg,190 mg,32 mg,0.1 mg,0.3 mg
360,Cação frito,Pescado (Peixe Moluscos e Crustáceos) e Derivados,0.8 g,1.4 g,4.4 g,4.32 g,2.7 g,1200 mg,0.1 g,24 g,0 g,64.4 g,0 g,30 mg,4 µg,0 µg,0.4 µg,4.54 mg,0.04 mg,0.03 mg,6.74 mg,2.1 mg,0.12 mg,3.5 µg,0 mg,6.4 µg,2.09 g,480 mg,300 mg,18 mg,210 mg,38 mg,0.1 mg,0.4 mg
361,Cantarilho (Redfish) cru,Pescado (Peixe Moluscos e Crustáceos) e Derivados,0.5 g,0.9 g,0.5 g,0.4 g,0 g,200 mg,0 g,18.6 g,0 g,77.3 g,0 g,42 mg,20 µg,0 µg,2.3 µg,1.2 mg,0.13 mg,0.09 mg,6.3 mg,2.8 mg,0.18 mg,2.3 µg,0 mg,6 µg,1.20 g,78 mg,300 mg,15 mg,200 mg,29 mg,0.6 mg,0.6 mg
362,Cantarilho (Redfish) assado com cebola tomate azeite e bacon,Pescado (Peixe Moluscos e Crustáceos) e Derivados,1.5 g,5.3 g,1 g,0.808 g,1.2 g,900 mg,0.4 g,13.6 g,0.7 g,73.7 g,0 g,31 mg,32 µg,106 µg,1.4 µg,1.89 mg,0.1 mg,0.06 mg,4.76 mg,1.9 mg,0.17 mg,1.5 µg,3.9 mg,7.2 µg,1.80 g,360 mg,260 mg,17 mg,140 mg,25 mg,0.6 mg,0.5 mg
363,Cantarilho (Redfish) cozido,Pescado (Peixe Moluscos e Crustáceos) e Derivados,0.5 g,0.9 g,0.6 g,0.4 g,0 g,850 mg,0 g,19.3 g,0 g,76.5 g,0 g,46 mg,18 µg,0 µg,2.3 µg,1.3 mg,0.11 mg,0.1 mg,6.4 mg,2.8 mg,0.14 mg,2 µg,0 mg,5.9 µg,1.80 g,340 mg,290 mg,14 mg,200 mg,39 mg,0.7 mg,0.7 mg
364,Carapau cru,Pescado (Peixe Moluscos e Crustáceos) e Derivados,0.7 g,0.8 g,0.9 g,0 g,0 g,200 mg,0 g,19.7 g,0 g,75.6 g,0 g,36 mg,15 µg,0 µg,4.1 µg,0.37 mg,0.15 mg,0.15 mg,8.7 mg,5 mg,0.36 mg,5.7 µg,0 mg,15 µg,1.40 g,80 mg,400 mg,69 mg,260 mg,33 mg,1.2 mg,1.2 mg
365,Carapau frito,Pescado (Peixe Moluscos e Crustáceos) e Derivados,1.5 g,2.5 g,4.2 g,3.0 g,1 g,1300 mg,0 g,24 g,0 g,62.8 g,0 g,39 mg,8 µg,0 µg,2.8 µg,0.79 mg,0.13 mg,0.17 mg,10 mg,5.5 mg,0.3 mg,6.6 µg,0 mg,20 µg,2.60 g,520 mg,460 mg,86 mg,290 mg,37 mg,2 mg,1.1 mg
366,Carapau grelhado,Pescado (Peixe Moluscos e Crustáceos) e Derivados,0.9 g,1 g,1.1 g,0 g,0 g,1120 mg,0 g,26.3 g,0 g,67.5 g,0 g,48 mg,21 µg,0 µg,3.5 µg,0.18 mg,0.14 mg,0.16 mg,11 mg,5.9 mg,0.34 mg,6.4 µg,0 mg,24 µg,2.30 g,450 mg,470 mg,61 mg,280 mg,35 mg,2.1 mg,0.9 mg
